image_path,caption_text,sku_id,sku_name,variant,size_text,brand_name,category_name,caption_id,model_name,prompt_version,created_at,is_ground_truth,keywords,colors,shapes,materials,packaging,taste,texture,is_primary,ocr_text
4_d8a308ea3b1a461eb8310fd6fdd0b1b7.png,Ảnh chụp cận cảnh một gói bánh xốp nabati richeese màu vàng.,4,Bánh Nabati (phô mai),,,,Bánh kẹo,331,gemini-2.0-flash-exp,v1.0,2025-10-04 12:16:46.431175+00:00,False,"[""bánh xốp"", ""nabati"", ""richeese"", ""bánh kẹo""]","[""vàng"", ""đỏ"", ""trắng""]",[],"[""nilon""]","[""gói""]","[""phô mai""]","[""giòn""]",True,
4_3635bba42b354193a922d2ba13c54c3a.jpg,"Bánh xốp Nabati vị phô mai, được đóng gói trong bao bì màu vàng.",4,Bánh Nabati (phô mai),,,,Bánh kẹo,473,gemini-2.0-flash-exp,v1.0,2025-11-02 05:03:04.848851+00:00,False,"[""bánh xốp"", ""nabati"", ""phô mai"", ""bánh kẹo""]","[""vàng"", ""cam"", ""trắng"", ""đỏ""]","[""hình chữ nhật""]","[""bột mì"", ""kem phô mai"", ""nilon""]","[""gói""]","[""phô mai"", ""ngọt""]","[""xốp"", ""giòn""]",False,
4_df0c5c1b77aa49d3b487df200cb62384.jpg,Ảnh chụp cận cảnh hộp bánh xốp nabati vị phô mai. Hộp bánh có màu vàng.,4,Bánh Nabati (phô mai),,,,Bánh kẹo,474,gemini-2.0-flash-exp,v1.0,2025-11-02 05:03:07.886754+00:00,False,"[""bánh xốp"", ""nabati"", ""phô mai"", ""bánh kẹo""]","[""vàng"", ""đỏ"", ""trắng""]","[""hình chữ nhật""]","[""giấy""]","[""hộp""]","[""phô mai"", ""ngọt""]","[""xốp"", ""giòn""]",False,
4_30a1d61926254a20ab228eec18ce7e1d.jpg,Ảnh chụp hộp bánh xốp Nabati màu vàng. Hộp bánh có in hình ảnh sản phẩm.,4,Bánh Nabati (phô mai),,,,Bánh kẹo,421,gemini-2.0-flash-exp,v1.0,2025-10-05 07:19:00.978538+00:00,False,"[""bánh xốp"", ""nabati"", ""hộp giấy"", ""đồ ăn vặt""]","[""vàng"", ""đỏ"", ""trắng""]","[""hình hộp chữ nhật""]","[""giấy""]","[""hộp giấy""]","[""ngọt""]","[""xốp"", ""giòn""]",False,
5_be4a499570ce4f7c9061187bf5392343.jpg,Ảnh chụp cận cảnh món cơm cháy chà bông được bày trên mẹt tre. Món ăn có màu vàng nâu hấp dẫn.,5,Cơm cháy chà bông,,,,Bánh kẹo,426,gemini-2.0-flash-exp,v1.0,2025-10-05 07:19:25.270439+00:00,False,"[""cơm cháy"", ""chà bông"", ""mẹt tre"", ""món ăn vặt""]","[""vàng"", ""nâu""]","[""hình chữ nhật""]","[""gạo"", ""chà bông"", ""tre""]",[],"[""mặn"", ""ngọt"", ""giòn""]","[""giòn"", ""xốp""]",False,
5_12fe72d8bcec448d99c0ca1debbebd7b.jpg,Ảnh chụp cận cảnh cơm cháy chà bông được cầm trên tay. Món ăn có màu vàng nâu hấp dẫn.,5,Cơm cháy chà bông,,,,Bánh kẹo,425,gemini-2.0-flash-exp,v1.0,2025-10-05 07:19:21.997654+00:00,False,"[""cơm cháy"", ""chà bông"", ""món ăn vặt"", ""đồ ăn""]","[""vàng"", ""nâu"", ""trắng""]","[""vuông"", ""chữ nhật""]","[""gạo"", ""thịt""]","[""túi""]","[""mặn"", ""ngọt"", ""cay""]","[""giòn"", ""xốp""]",False,
5_9d22c6bdd7c24e87b5dbef9b50d29fe3.png,"Đây là gói siêu chà bông cơm cháy ngọc minh, được đóng gói trong túi màu đỏ.",5,Cơm cháy chà bông,,,,Bánh kẹo,332,gemini-2.0-flash-exp,v1.0,2025-10-04 12:16:50.050204+00:00,False,"[""chà bông"", ""cơm cháy"", ""đồ ăn vặt""]","[""đỏ"", ""vàng""]",[],"[""nilon""]","[""túi""]","[""mặn"", ""ngọt""]","[""giòn""]",True,
5_9d22c6bdd7c24e87b5dbef9b50d29fe3.png,Đây là hình ảnh gói siêu chà bông thương hiệu Chả Bông Ngọc Minh. Sản phẩm có màu vàng nâu đặc trưng.,5,Cơm cháy chà bông,,,,Bánh kẹo,19,gemini-1.5-flash,v1,2025-09-16 11:09:51.958361+00:00,False,[],[],[],[],[],[],[],True,
5_cc411a9a1bdd4f699a6e2bf0e99e89c5.jpg,Ảnh chụp cận cảnh món ăn vặt cơm cháy chà bông được bày trên đĩa trắng.,5,Cơm cháy chà bông,,,,Bánh kẹo,475,gemini-2.0-flash-exp,v1.0,2025-11-02 05:03:10.806835+00:00,False,"[""cơm cháy"", ""chà bông"", ""món ăn vặt"", ""đồ ăn""]","[""vàng"", ""trắng"", ""đỏ"", ""xanh""]","[""hình chữ nhật""]",[],[],"[""mặn"", ""ngọt"", ""cay""]","[""giòn"", ""xốp""]",False,
6_d001e60fae904f288d4258f7ae864483.png,"Hình ảnh là gói bánh phô mai chấm bông, loại bánh có hình phô mai và bông lan. Bánh được làm từ bột phô mai và có vị chấm bông lan.",6,Bánh phô mai chà bông,,,,Bánh kẹo,310,Qwen2-VL-2B-Instruct,v1.0,2025-10-02 09:47:29.114270+00:00,False,"[""sản phẩm""]","[""không xác định""]","[""không xác định""]","[""nhựa""]","[""không xác định""]","[""không xác định""]","[""không xác định""]",True,
6_d001e60fae904f288d4258f7ae864483.png,Đây là gói bánh quế phô mai Cha Bong. Hình ảnh bao bì sản phẩm có hình bánh quế và phô mai.,6,Bánh phô mai chà bông,,,,Bánh kẹo,20,gemini-1.5-flash,v1,2025-09-16 11:09:55.297059+00:00,False,[],[],[],[],[],[],[],True,
6_ca1c787544144bc8887e536543556cd5.jpg,"Ảnh chụp cận cảnh một gói bánh karo phô mai chà bông. Gói bánh có màu vàng và đỏ, in hình gấu.",6,Bánh phô mai chà bông,,,,Bánh kẹo,429,gemini-2.0-flash-exp,v1.0,2025-10-05 07:19:35.521699+00:00,False,"[""bánh"", ""karo"", ""phô mai"", ""chà bông"", ""gấu""]","[""vàng"", ""đỏ"", ""trắng""]","[""hình vuông"", ""hình tròn"", ""hình gấu""]","[""bột mì"", ""phô mai"", ""chà bông"", ""nilon""]","[""gói""]","[""ngọt"", ""mặn"", ""béo""]","[""xốp"", ""mềm""]",False,
6_50cc76a589644681a921e840597b41ef.jpg,Ảnh chụp cận cảnh gói bánh mì Staff vị chà bông phô mai. Gói bánh có màu vàng.,6,Bánh phô mai chà bông,,,,Bánh kẹo,428,gemini-2.0-flash-exp,v1.0,2025-10-05 07:19:32.276692+00:00,False,"[""bánh mì"", ""staff"", ""chà bông"", ""phô mai"", ""đồ ăn vặt""]","[""vàng"", ""trắng"", ""nâu""]","[""tròn""]","[""bột mì"", ""chà bông"", ""phô mai"", ""nilon""]","[""gói""]","[""mặn"", ""ngọt"", ""béo""]","[""mềm"", ""xốp""]",False,
6_04e13dbd7a4949378147f0ce47974c4b.jpg,Ảnh chụp cận cảnh một gói bánh Karo vị phô mai chà bông. Gói bánh có màu xanh dương và cam.,6,Bánh phô mai chà bông,,,,Bánh kẹo,427,gemini-2.0-flash-exp,v1.0,2025-10-05 07:19:28.624457+00:00,False,"[""bánh karo"", ""phô mai chà bông"", ""bánh gấu"", ""đồ ăn vặt""]","[""xanh dương"", ""cam"", ""vàng""]","[""hình gấu"", ""hình tròn""]","[""bột mì"", ""phô mai"", ""chà bông"", ""nilon""]","[""gói""]","[""ngọt"", ""mặn"", ""béo"", ""phô mai"", ""chà bông""]","[""mềm"", ""xốp""]",False,
6_d001e60fae904f288d4258f7ae864483.png,bánh waffle phô mai chà bông đóng gói trong túi nhựa màu vàng cam.,6,Bánh phô mai chà bông,,,,Bánh kẹo,333,gemini-2.0-flash-exp,v1.0,2025-10-04 12:16:53.696336+00:00,False,"[""bánh waffle"", ""phô mai"", ""chà bông"", ""bánh kẹp""]","[""vàng"", ""cam"", ""trắng""]","[""hình vuông"", ""hình chữ nhật""]","[""bột mì"", ""phô mai"", ""chà bông"", ""nhựa""]","[""túi nhựa""]","[""ngọt"", ""mặn"", ""béo""]","[""xốp"", ""mềm""]",True,
7_172c884a88a049e39a05360f19b06dd3.jpg,Ảnh chụp cận cảnh bánh xốp nabati richoco được đóng gói trong bao bì màu nâu sẫm.,7,Bánh Nabati (sô-cô-la),,,,Bánh kẹo,431,gemini-2.0-flash-exp,v1.0,2025-10-05 07:19:41.427884+00:00,False,"[""bánh xốp"", ""nabati"", ""richoco"", ""sô cô la""]","[""nâu"", ""đỏ"", ""trắng""]","[""hình chữ nhật""]","[""giấy bạc"", ""bánh xốp""]","[""gói""]","[""sô cô la""]","[""giòn"", ""xốp""]",False,
7_5fd432576d8b4ffabf54668421639741.jpg,Ảnh chụp cận cảnh một gói bánh xốp Nabati Richoco màu nâu sẫm. Gói bánh có hình chữ nhật và có hình ảnh bánh xốp và logo Richoco.,7,Bánh Nabati (sô-cô-la),,,,Bánh kẹo,430,gemini-2.0-flash-exp,v1.0,2025-10-05 07:19:38.442513+00:00,False,"[""bánh xốp"", ""nabati"", ""richoco"", ""bánh ngọt""]","[""nâu"", ""đỏ"", ""trắng""]","[""hình chữ nhật""]","[""giấy"", ""nilon""]","[""gói""]","[""socola""]","[""giòn"", ""xốp""]",False,
7_33d44b5d6d564e0a90d8af76e1171fc2.png,Đây là hình ảnh gói bánh wafer Nabati vị sôcôla Richcoco.  Bánh được quảng cáo là bánh wafer bán chạy nhất thế giới.,7,Bánh Nabati (sô-cô-la),,,,Bánh kẹo,21,gemini-1.5-flash,v1,2025-09-16 11:09:58.440512+00:00,False,[],[],[],[],[],[],[],True,
7_6adfbc5bb59f4274b92483441ab2f5e9.jpg,"Ảnh chụp cận cảnh bánh xốp nabati vị sô cô la trên đĩa trắng, cùng với bao bì sản phẩm.",7,Bánh Nabati (sô-cô-la),,,,Bánh kẹo,432,gemini-2.0-flash-exp,v1.0,2025-10-05 07:19:44.764548+00:00,False,"[""bánh xốp"", ""nabati"", ""sô cô la"", ""đồ ngọt""]","[""nâu"", ""trắng"", ""đỏ""]","[""hình chữ nhật""]","[""bột mì"", ""sô cô la"", ""nhựa""]","[""gói""]","[""sô cô la"", ""ngọt""]","[""giòn"", ""xốp""]",False,
7_33d44b5d6d564e0a90d8af76e1171fc2.png,Ảnh chụp cận cảnh một gói bánh xốp Nabati vị sô cô la.,7,Bánh Nabati (sô-cô-la),,,,Bánh kẹo,334,gemini-2.0-flash-exp,v1.0,2025-10-04 12:16:57.019716+00:00,False,"[""bánh xốp"", ""nabati"", ""sô cô la"", ""bánh kẹo""]","[""nâu"", ""đỏ"", ""trắng""]","[""hình chữ nhật""]","[""giấy bóng""]","[""gói""]","[""sô cô la""]","[""xốp"", ""giòn""]",True,
9_ecae084bd69545fb9a5bdf6666dfc681.jpg,Hộp bánh bông lan cuộn Solite vị lá dứa. Sản phẩm của Kinh Đô.,9,Bánh Solite,,,,Bánh kẹo,476,gemini-2.0-flash-exp,v1.0,2025-11-02 05:06:18.819143+00:00,False,"[""bánh bông lan"", ""solite"", ""lá dứa"", ""bánh cuộn""]","[""vàng"", ""xanh lá cây"", ""trắng"", ""đỏ""]","[""cuộn tròn""]","[""bột mì"", ""kem""]","[""hộp giấy""]","[""lá dứa"", ""ngọt""]","[""mềm"", ""xốp""]",False,
9_a1b9a880eaa24156b82f19a8c41194d5.jpg,Hình ảnh hộp bánh bông lan cuộn solite pandan rollcake với 20 gói nhỏ bên trong.,9,Bánh Solite,,,,Bánh kẹo,477,gemini-2.0-flash-exp,v1.0,2025-11-02 05:06:22.652643+00:00,False,"[""bánh bông lan"", ""solite"", ""pandan rollcake"", ""bánh cuộn lá dứa""]","[""xanh lá"", ""vàng"", ""trắng""]","[""cuộn tròn""]","[""bột mì"", ""kem""]","[""hộp giấy""]","[""lá dứa"", ""ngọt""]","[""mềm"", ""xốp""]",False,
9_61855b02345e49c497423034ac5adc73.jpg,Hình ảnh hiển thị một hộp bánh bông lan Solite lá dứa. Hộp bánh có màu vàng và xanh lá cây.,9,Bánh Solite,,,,Bánh kẹo,435,gemini-2.0-flash-exp,v1.0,2025-10-05 07:20:01.481014+00:00,False,"[""bánh bông lan"", ""solite"", ""lá dứa"", ""bánh ngọt""]","[""vàng"", ""xanh lá cây"", ""trắng""]","[""hình chữ nhật""]","[""giấy"", ""bột mì""]","[""hộp giấy""]","[""ngọt"", ""lá dứa""]","[""mềm"", ""xốp""]",False,
9_649e2b1b3059482aabf933e932f272be.png,Hình ảnh hiển thị một hộp gồm 6 thanh kẹo Solite.  Mỗi thanh kẹo được bọc riêng biệt.,9,Bánh Solite,,,,Bánh kẹo,22,gemini-1.5-flash,v1,2025-09-16 11:10:02.232936+00:00,False,[],[],[],[],[],[],[],True,
9_649e2b1b3059482aabf933e932f272be.png,Hình ảnh chụp cận cảnh hộp bánh Solite với bao bì màu vàng và xanh lá cây.,9,Bánh Solite,,,,Bánh kẹo,335,gemini-2.0-flash-exp,v1.0,2025-10-04 12:17:00.683246+00:00,False,"[""bánh solite"", ""bánh ngọt"", ""bánh bông lan""]","[""vàng"", ""xanh lá cây"", ""trắng""]",[],"[""giấy"", ""nilon""]","[""hộp"", ""màng bọc""]","[""ngọt""]","[""mềm""]",True,
10_ec69ff146dad46daadb3766dfa697e96.png,"Bánh Karo trứng tươi chà bông, gói lớn có khuyến mãi tặng thêm 1 gói.",10,Bánh Caro,,,,Bánh kẹo,336,gemini-2.0-flash-exp,v1.0,2025-10-04 12:17:04.852656+00:00,False,"[""bánh karo"", ""trứng tươi"", ""chà bông"", ""bánh waffle""]","[""đỏ"", ""trắng"", ""vàng""]","[""vuông"", ""hình chữ nhật""]","[""bột mì"", ""trứng"", ""chà bông"", ""nilon""]","[""gói""]","[""ngọt"", ""mặn"", ""béo""]","[""xốp"", ""giòn""]",True,
10_ec69ff146dad46daadb3766dfa697e96.png,"Đây là gói bánh Karo Trứng Tươi - Chà Bông, trọng lượng tịnh 182g, gồm 7 bánh.  Gói này có kèm thêm 1 gói Karo.",10,Bánh Caro,,,,Bánh kẹo,23,gemini-1.5-flash,v1,2025-09-16 11:10:05.524870+00:00,False,[],[],[],[],[],[],[],True,
10_178c137ef5b4415690a174de4fe76377.jpg,bánh karo trứng tươi chà bông đóng gói trong bao bì màu đỏ và trắng.,10,Bánh Caro,,,,Bánh kẹo,478,gemini-2.0-flash-exp,v1.0,2025-11-02 05:06:26.452805+00:00,False,"[""bánh karo"", ""trứng tươi"", ""chà bông"", ""bánh waffle""]","[""đỏ"", ""trắng"", ""vàng""]","[""hình vuông"", ""hình tròn""]","[""bột mì"", ""trứng"", ""chà bông""]","[""túi""]","[""ngọt"", ""mặn""]","[""mềm"", ""xốp""]",False,
10_30420623a0804ba597bfd3aaa3b22b24.jpg,Ảnh chụp cận cảnh hộp bánh Karo trứng tươi chà bông của thương hiệu Richy. Hộp bánh có màu đỏ và trắng.,10,Bánh Caro,,,,Bánh kẹo,479,gemini-2.0-flash-exp,v1.0,2025-11-02 05:06:31.323503+00:00,False,"[""bánh karo"", ""trứng tươi chà bông"", ""bánh waffle"", ""richy""]","[""đỏ"", ""trắng"", ""vàng""]","[""hình vuông"", ""hình chữ nhật"", ""hình tròn""]","[""bột mì"", ""trứng"", ""chà bông"", ""giấy"", ""nilon""]","[""hộp giấy""]","[""ngọt"", ""mặn"", ""béo""]","[""xốp"", ""mềm""]",False,
10_5c9d723065204936bd2f467c2907f4cf.jpg,"Bánh Karo trứng tươi chà bông, được đóng gói trong bao bì màu đỏ và trắng.",10,Bánh Caro,,,,Bánh kẹo,480,gemini-2.0-flash-exp,v1.0,2025-11-02 05:06:36.643395+00:00,False,"[""bánh karo"", ""trứng tươi"", ""chà bông"", ""bánh xốp""]","[""đỏ"", ""trắng"", ""vàng""]","[""hình vuông"", ""hình chữ nhật""]","[""bột mì"", ""trứng"", ""chà bông"", ""nilon""]","[""gói""]","[""ngọt"", ""mặn"", ""vị trứng"", ""vị chà bông""]","[""xốp"", ""mềm"", ""giòn""]",False,
11_19fe5eb1cf1d4825a9734ff9990b1db9.png,Ảnh chụp cận cảnh gói bánh gạo One One vị bò nướng. Bánh được đóng gói trong bao bì màu vàng và trắng.,11,Bánh One One,,,,Bánh kẹo,337,gemini-2.0-flash-exp,v1.0,2025-10-04 12:17:08.511354+00:00,False,"[""bánh gạo"", ""one one"", ""bò nướng"", ""snack""]","[""vàng"", ""trắng"", ""đỏ"", ""xanh lá""]","[""hình chữ nhật""]","[""nilon""]","[""gói""]","[""bò nướng""]","[""giòn""]",True,
11_c93d79789dae4cfca30172d40b1333f0.jpg,"Ảnh chụp một gói bánh gạo One One vị tôm nướng. Bánh được quảng cáo là 'càng ăn càng ngon, càng ăn càng vui'.",11,Bánh One One,,,,Bánh kẹo,481,gemini-2.0-flash-exp,v1.0,2025-11-02 05:06:40.690036+00:00,False,"[""bánh gạo"", ""one one"", ""tôm nướng"", ""snack""]","[""vàng"", ""trắng"", ""đỏ"", ""xanh lá""]","[""hình chữ nhật""]","[""gạo"", ""nilon""]","[""gói""]","[""tôm nướng""]","[""giòn""]",False,
11_19fe5eb1cf1d4825a9734ff9990b1db9.png,Hình ảnh là gói bánh gạo One One vị bò nướng. Sản phẩm được làm từ gạo thơm Việt Nam.,11,Bánh One One,,,,Bánh kẹo,24,gemini-1.5-flash,v1,2025-09-16 11:10:08.633953+00:00,False,[],[],[],[],[],[],[],True,
12_812d22df77e9447e8f582b5342aaaf9c.png,Hình ảnh chụp gói bánh quy dừa thương hiệu Jessica của công ty Thanh Long. Gói bánh có in hình bánh quy và một số thông tin về sản phẩm.,12,Bánh Quy Coconut,,,,Bánh kẹo,25,gemini-1.5-flash,v1,2025-09-16 11:10:12.583777+00:00,False,[],[],[],[],[],[],[],True,
12_812d22df77e9447e8f582b5342aaaf9c.png,Ảnh chụp cận cảnh một gói bánh quy dừa hiệu Jessica.,12,Bánh Quy Coconut,,,,Bánh kẹo,338,gemini-2.0-flash-exp,v1.0,2025-10-04 12:17:36.059728+00:00,False,"[""bánh quy"", ""bánh quy dừa"", ""jessica"", ""coconut cracker""]","[""vàng"", ""hồng"", ""trắng""]","[""hình chữ nhật""]","[""bột mì"", ""dừa"", ""nilon""]","[""gói""]","[""dừa"", ""ngọt""]","[""giòn""]",True,
14_ccdd51e34faa4fff9ac634d8a57740ed.png,"Đây là hình ảnh gói bánh Que, một loại bánh wafer cuộn, hương lá dứa.  Gói bánh có hình ảnh minh họa sản phẩm và một số loại trái cây.",14,Bánh quế Wafer Rolls,,,,Bánh kẹo,26,gemini-1.5-flash,v1,2025-09-16 11:10:15.577897+00:00,False,[],[],[],[],[],[],[],True,
14_ccdd51e34faa4fff9ac634d8a57740ed.png,Đây là hình ảnh của bánh quế wafer rolls hương lá dứa.,14,Bánh quế Wafer Rolls,,,,Bánh kẹo,339,gemini-2.0-flash-exp,v1.0,2025-10-04 12:17:39.733002+00:00,False,"[""bánh quế"", ""wafer rolls"", ""lá dứa""]","[""xanh lá"", ""trắng"", ""hồng""]","[""hình trụ""]","[""bột mì"", ""đường"", ""lá dứa""]","[""gói""]","[""lá dứa"", ""ngọt""]","[""giòn"", ""xốp""]",True,
15_6e44cbb7044d4135a3ed052aad3c3ea1.png,"Hình ảnh chụp một gói đồ ăn nhẹ dạng que, màu nâu nhạt, phủ gia vị đỏ. Sản phẩm được đóng gói trong túi nilon trong suốt.",15,Bánh Quẩy,,,,Bánh kẹo,27,gemini-1.5-flash,v1,2025-09-16 11:10:18.870061+00:00,False,[],[],[],[],[],[],[],True,
15_6e44cbb7044d4135a3ed052aad3c3ea1.png,Snack que cay được đóng gói trong túi nhựa trong suốt.,15,Bánh Quẩy,,,,Bánh kẹo,340,gemini-2.0-flash-exp,v1.0,2025-10-04 12:17:42.773436+00:00,False,"[""snack que"", ""cay"", ""túi nhựa""]","[""nâu"", ""đỏ""]","[""que""]","[""bột"", ""gia vị""]","[""túi nhựa""]","[""cay""]","[""giòn""]",True,
16_a0245a08e5724f079466e868223e0258.png,"Hình ảnh là gói bánh bông lan nhân phô mai C'est Bon!, có hình ảnh bánh và các thông tin sản phẩm như ngày sản xuất.",16,Bánh phô mai C'est Bon,None,None,,Bánh kẹo,28,gemini-1.5-flash,v1,2025-09-16 11:10:22.182952+00:00,False,[],[],[],[],[],[],[],True,
16_a0245a08e5724f079466e868223e0258.png,"Ảnh chụp cận cảnh bánh C'est Bon vị phô mai, có nhân bên trong. Bao bì màu vàng và đỏ.",16,Bánh phô mai C'est Bon,None,None,,Bánh kẹo,341,gemini-2.0-flash-exp,v1.0,2025-10-04 12:17:46.414824+00:00,False,"[""bánh"", ""c'est bon"", ""phô mai"", ""bánh ngọt""]","[""vàng"", ""đỏ"", ""trắng""]","[""hình vuông"", ""hình chữ nhật""]","[""bột mì"", ""phô mai""]","[""gói""]","[""phô mai"", ""ngọt""]","[""mềm"", ""xốp""]",True,
17_c6a7a07779054cefbd6c649f2d740cb4.jpg,"Trong hình, bạn có một túi nhựa chứa nhiều hạt nêm màu cam và vàng. Hạt nêm này có màu sắc bắt mắt, được gói trong túi nhựa trong suốt, giúp dễ dàng nhìn thấy và sử dụng. Túi nhựa này có kích thước vừa phải, phù hợp cho việc mang đi hoặc giữ cho hạt nêm không bị rụng.",17,Nui chiên,None,None,,Bánh kẹo,316,QWen2-VL-2B-Instruct,v1.0,2025-10-04 10:44:41.453017+00:00,False,"[""sản phẩm""]","[""không xác định""]","[""không xác định""]","[""nhựa""]","[""không xác định""]","[""không xác định""]","[""không xác định""]",True,
17_e8b9cc7c871e46f1a5faaa800d3a1aae.png,"Gói snack bắp rang hình trụ, màu cam và vàng nhạt. Sản phẩm được đóng gói trong túi nilon trong suốt.",17,Nui chiên,None,None,,Bánh kẹo,29,gemini-1.5-flash,v1,2025-09-16 11:10:24.976929+00:00,False,[],[],[],[],[],[],[],False,
